News__	ShowNews__	wp.pl 	 b-portal
News__	ShowNews__	otwórz tvn24 	 o b-portal
News__	ShowNews__	czytaj tvp info 	 o b-portal i-portal
News__	ShowNews__	pokaż onet.pl 	 o b-portal
News__	ShowNews__	wyświetl wiadomości z times polska 	 o o o b-portal i-portal
News__	ShowNews__	wyświetl najnowsze wiadomości z asz dziennik 	 o o o o b-portal i-portal
News__	ShowNews__	wyświetl mi wiadomości z wp.pl 	 o o o o b-portal
News__	ShowNews__	wyświetl mi najnowsze wiadomości z tvn24 	 o o o o o b-portal
News__	ShowNews__	pokaż wiadomości z tvp info 	 o o o b-portal i-portal
News__	ShowNews__	pokaż najnowsze wiadomości z onet.pl 	 o o o o b-portal
News__	ShowNews__	pokaż mi wiadomości z times polska 	 o o o o b-portal i-portal
News__	ShowNews__	pokaż mi najnowsze wiadomości z asz dziennik 	 o o o o o b-portal i-portal
News__	ShowNewsFromSection__	wyświetl sport z wp.pl 	 o b-section o b-portal
News__	ShowNewsFromSection__	wyświetl polityka na tvn24 	 o b-section o b-portal
News__	ShowNewsFromSection__	wyświetl najnowsze technologia z tvp info 	 o o b-section o b-portal i-portal
News__	ShowNewsFromSection__	wyświetl najnowsze zdrowie na onet.pl 	 o o b-section o b-portal
News__	ShowNewsFromSection__	wyświetl mi gwiazdy z times polska 	 o o b-section o b-portal i-portal
News__	ShowNewsFromSection__	wyświetl mi sport na asz dziennik 	 o o b-section o b-portal i-portal
News__	ShowNewsFromSection__	wyświetl mi najnowsze polityka z wp.pl 	 o o o b-section o b-portal
News__	ShowNewsFromSection__	wyświetl mi najnowsze technologia na tvn24 	 o o o b-section o b-portal
News__	ShowNewsFromSection__	pokaż zdrowie z tvp info 	 o b-section o b-portal i-portal
News__	ShowNewsFromSection__	pokaż gwiazdy na onet.pl 	 o b-section o b-portal
News__	ShowNewsFromSection__	pokaż najnowsze sport z times polska 	 o o b-section o b-portal i-portal
News__	ShowNewsFromSection__	pokaż najnowsze polityka na asz dziennik 	 o o b-section o b-portal i-portal
News__	ShowNewsFromSection__	pokaż mi technologia z wp.pl 	 o o b-section o b-portal
News__	ShowNewsFromSection__	pokaż mi zdrowie na tvn24 	 o o b-section o b-portal
News__	ShowNewsFromSection__	pokaż mi najnowsze gwiazdy z tvp info 	 o o o b-section o b-portal i-portal
News__	ShowNewsFromSection__	pokaż mi najnowsze sport na onet.pl 	 o o o b-section o b-portal
News__	NotifyWhenPortalUpdates__	powiadom mnie kiedy times polska doda nowe wiadomości 	 o o o b-portal i-portal o o o
News__	NotifyWhenPortalUpdates__	powiadom mnie kiedy asz dziennik doda nowe newsy 	 o o o b-portal i-portal o o o
News__	NotifyWhenPortalUpdates__	powiadom mnie kiedy wp.pl się zaktualizuje 	 o o o b-portal o o
News__	NotifyWhenPortalUpdates__	powiedz mi kiedy tvn24 doda nowe wiadomości 	 o o o b-portal o o o
News__	NotifyWhenPortalUpdates__	powiedz mi kiedy tvp info doda nowe newsy 	 o o o b-portal i-portal o o o
News__	NotifyWhenPortalUpdates__	powiedz mi kiedy onet.pl się zaktualizuje 	 o o o b-portal o o
News__	NotifyWhenPortalUpdatesInSection__	powiadom mnie kiedy times polska w sekcji polityka opublikuje artykuł 	 o o o b-portal i-portal o o b-section o o
News__	NotifyWhenPortalUpdatesInSection__	powiadom mnie kiedy asz dziennik w sekcji technologia opublikuje nowy artykuł 	 o o o b-portal i-portal o o b-section o o o
News__	NotifyWhenPortalUpdatesInSection__	powiadom mnie kiedy wp.pl w części zdrowie opublikuje artykuł 	 o o o b-portal o o b-section o o
News__	NotifyWhenPortalUpdatesInSection__	powiadom mnie kiedy tvn24 w części gwiazdy opublikuje nowy artykuł 	 o o o b-portal o o b-section o o o
News__	NotifyWhenPortalUpdatesInSection__	powiedz mi kiedy tvp info w sekcji sport opublikuje artykuł 	 o o o b-portal i-portal o o b-section o o
News__	NotifyWhenPortalUpdatesInSection__	powiedz mi kiedy onet.pl w sekcji polityka opublikuje nowy artykuł 	 o o o b-portal o o b-section o o o
News__	NotifyWhenPortalUpdatesInSection__	powiedz mi kiedy times polska w części technologia opublikuje artykuł 	 o o o b-portal i-portal o o b-section o o
News__	NotifyWhenPortalUpdatesInSection__	powiedz mi kiedy asz dziennik w części zdrowie opublikuje nowy artykuł 	 o o o b-portal i-portal o o b-section o o o
