Facebook__	OpenFacebook__	publica algo en facebook 	 o o o o
Facebook__	OpenFacebook__	publica algo en el facebook 	 o o o o o
Facebook__	OpenFacebook__	crea una nueva publicación en el facebook 	 o o o o o o o
Facebook__	OpenFacebook__	crea una nueva publicación de facebook 	 o o o o o o
Facebook__	OpenFacebook__	actualiza mi estado de facebook 	 o o o o o
Facebook__	OpenFacebook__	cambia mi estado de facebook 	 o o o o o
Facebook__	PostStatus__	publica por la plata baila el mono en facebook 	 o b-status i-status i-status i-status i-status i-status o o
Facebook__	PostStatus__	publica volviendo a la rutina en el facebook 	 o b-status i-status i-status i-status o o o
Facebook__	PostStatus__	publica en facebook que el talón de skrillex 	 o o o o b-status i-status i-status i-status
Facebook__	PostStatus__	publica en facebook diciendo que a esperar el pollo con papas mmm ñamñam 	 o o o o o b-status i-status i-status i-status i-status i-status i-status i-status
Facebook__	PostStatus__	publica en el facebook que y linda igual a mama 	 o o o o o b-status i-status i-status i-status i-status
Facebook__	PostStatus__	publica en el facebook diciendo que en tierra de orcos el tuerto es sauron 	 o o o o o o b-status i-status i-status i-status i-status i-status i-status i-status
Facebook__	PostStatus__	actualiza mi estado de facebook diciendo al final solo tengo que quitarme 3 tatus 	 o o o o o o b-status i-status i-status i-status i-status i-status i-status i-status
Facebook__	PostStatus__	crea una nueva publicación que dice mañana a arrancar el gym en facebook 	 o o o o o o b-status i-status i-status i-status i-status o o
Facebook__	PostStatus__	crea una nueva publicación que dice me baño y salen mates con sebaa en el facebook 	 o o o o o o b-status i-status i-status i-status i-status i-status i-status o o o
Facebook__	PostStatus__	crea una nueva publicación que diga con lauupolaamilebianca en facebook 	 o o o o o o b-status i-status o o
Facebook__	PostStatus__	crea una nueva publicación que diga vemos los increibles con los bolivianos en el facebook 	 o o o o o o b-status i-status i-status i-status i-status i-status o o o
Facebook__	PostPicture__	publica una imagen en facebook 	 o o o o o
Facebook__	PostPicture__	publica una imagen en mi facebook 	 o o o o o o
Facebook__	PostPicture__	publica una foto en facebook 	 o o o o o
Facebook__	PostPicture__	publica una foto en mi facebook 	 o o o o o o
Facebook__	PostPicture__	pon una imagen en facebook 	 o o o o o
Facebook__	PostPicture__	pon una imagen en mi facebook 	 o o o o o o
Facebook__	PostPicture__	pon una foto en facebook 	 o o o o o
Facebook__	PostPicture__	pon una foto en mi facebook 	 o o o o o o
