Airconditioner__	TurnOn__	enciende AIRCONDITIONER.SLOT.AV_ALIAS 	 o o
Airconditioner__	TurnOn__	activa AIRCONDITIONER.SLOT.AV_ALIAS 	 o o
Airconditioner__	TurnOn__	AIRCONDITIONER.SLOT.AV_ALIAS en encendido 	 o o o
Airconditioner__	TurnOn__	AIRCONDITIONER.SLOT.AV_ALIAS activado 	 o o
Airconditioner__	TurnOn__	pon AIRCONDITIONER.SLOT.AV_ALIAS en encendido 	 o o o o
Airconditioner__	TurnOn__	pon AIRCONDITIONER.SLOT.AV_ALIAS activado 	 o o o
Airconditioner__	TurnOff__	apaga AIRCONDITIONER.SLOT.AV_ALIAS 	 o o
Airconditioner__	TurnOff__	desactiva AIRCONDITIONER.SLOT.AV_ALIAS 	 o o
Airconditioner__	TurnOff__	AIRCONDITIONER.SLOT.AV_ALIAS en apagado 	 o o o
Airconditioner__	TurnOff__	AIRCONDITIONER.SLOT.AV_ALIAS desactivado 	 o o
Airconditioner__	TurnOff__	pon AIRCONDITIONER.SLOT.AV_ALIAS en apagado 	 o o o o
Airconditioner__	TurnOff__	pon AIRCONDITIONER.SLOT.AV_ALIAS desactivado 	 o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura en mi termostato 	 o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura de mi termostato 	 o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura del termostato 	 o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura en el termostato 	 o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima en mi termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima de mi termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima del termostato 	 o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima en el termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura mínima en mi termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura mínima de mi termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura mínima del termostato 	 o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura mínima en el termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima y mínima en mi termostato 	 o o o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima y mínima de mi termostato 	 o o o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima y mínima del termostato 	 o o o o o o o o
Airconditioner__	ChangeTemperature__	cambia la temperatura máxima y mínima en el termostato 	 o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura diferente en mi termostato 	 o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura diferente en el termostato 	 o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura máxima diferente en mi termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura máxima diferente en el termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura mínima diferente en mi termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura mínima diferente en el termostato 	 o o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura máxima y mínima diferente en mi termostato 	 o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon temperatura máxima y mínima diferente en el termostato 	 o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura diferente en mi termostato 	 o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura diferente en el termostato 	 o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura máxima diferente en mi termostato 	 o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura máxima diferente en el termostato 	 o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura mínima diferente en mi termostato 	 o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura mínima diferente en el termostato 	 o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura máxima y mínima diferente en mi termostato 	 o o o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de temperatura máxima y mínima diferente en el termostato 	 o o o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura diferente en mi termostato 	 o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura diferente en el termostato 	 o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura máxima diferente en mi termostato 	 o o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura máxima diferente en el termostato 	 o o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura mínima diferente en mi termostato 	 o o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura mínima diferente en el termostato 	 o o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura máxima y mínima diferente en mi termostato 	 o o o o o o o o o o o o o
Airconditioner__	ChangeTemperature__	pon un valor de la temperatura máxima y mínima diferente en el termostato 	 o o o o o o o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura en mi termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura de mi termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura del termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura en el termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura a AIRCONDITIONER.SLOT.VALUE en mi termostato 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura a AIRCONDITIONER.SLOT.VALUE de mi termostato 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura a AIRCONDITIONER.SLOT.VALUE del termostato 	 o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua la temperatura a AIRCONDITIONER.SLOT.VALUE en el termostato 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	adecua mi termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o
Airconditioner__	SetTemperatureToValue__	adecua el termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura en mi termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura de mi termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura del termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura en el termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura a AIRCONDITIONER.SLOT.VALUE en mi termostato 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura a AIRCONDITIONER.SLOT.VALUE de mi termostato 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura a AIRCONDITIONER.SLOT.VALUE del termostato 	 o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon la temperatura a AIRCONDITIONER.SLOT.VALUE en el termostato 	 o o o o o o o o
Airconditioner__	SetTemperatureToValue__	pon mi termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o
Airconditioner__	SetTemperatureToValue__	pon el termostato a AIRCONDITIONER.SLOT.VALUE 	 o o o o o
Airconditioner__	SetTemperatureToValue__	temperatura diferente del termostato 	 o o o o
Airconditioner__	SetTemperatureToValue__	temperatura diferente de mi termostato 	 o o o o o
Airconditioner__	SetTemperatureToValue__	temperatura diferente de el termostato 	 o o o o o
Airconditioner__	SetTemperatureToValue__	temperatura diferente en mi termostato 	 o o o o o
Airconditioner__	SetTemperatureToValue__	temperatura diferente en el termostato 	 o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	adecua mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	adecua la temperatura en mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	adecua la temperatura de mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	adecua la temperatura a AIRCONDITIONER.SLOT.VALUE en mi AIRCONDITIONER.SLOT.DEVICE_NAME termostato 	 o o o o o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	pon mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	pon la temperatura en mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	pon la temperatura de mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME a AIRCONDITIONER.SLOT.VALUE 	 o o o o o o o o o
Airconditioner__	SetTemperatureToValueOnDevice__	pon la temperatura a AIRCONDITIONER.SLOT.VALUE en mi AIRCONDITIONER.SLOT.DEVICE_NAME termostato 	 o o o o o o o o o
Airconditioner__	SetTemperatureBetweenValues__	adecua la temperatura entre 23 grados y 29 grados en mi termostato 	 o o o o o o o o o o o o
Airconditioner__	SetTemperatureBetweenValues__	adecua la temperatura baja a 23 grados en mi termostato , y la temperatura alta a 29 grados 	 o o o o o o o o o o o o o o o o o o
Airconditioner__	SetTemperatureBetweenValues__	pon la temperatura entre 23 grados y 29 grados en mi termostato 	 o o o o o o o o o o o o
Airconditioner__	SetTemperatureBetweenValues__	pon la temperatura baja a 23 grados en mi termostato , y la temperatura alta a 29 grados 	 o o o o o o o o o o o o o o o o o o
Airconditioner__	SetTemperatureOnDevice__	cambia la temperatura en mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o
Airconditioner__	SetTemperatureOnDevice__	cambia la temperatura en el termostato AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o
Airconditioner__	SetTemperatureOnDevice__	cambia la temperatura mínima y máxima en mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o o
Airconditioner__	SetTemperatureOnDevice__	cambia la temperatura mínima y máxima en el termostato AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o o
Airconditioner__	SetTemperatureOnDevice__	cambia la temperatura mínima y máxima de mi termostato AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o o
Airconditioner__	SetTemperatureOnDevice__	cambia la temperatura mínima y máxima de el termostato AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o o
Airconditioner__	SetTemperatureOnDevice__	cambia la temperatura mínima y máxima del termostato AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o
Airconditioner__	GetHumidity__	verifica humedad 	 o o
Airconditioner__	GetHumidity__	verifica la humedad 	 o o o
Airconditioner__	GetHumidity__	verifica el nivel de humedad 	 o o o o o
Airconditioner__	GetHumidity__	verifica el nivel de la humedad 	 o o o o o o
Airconditioner__	GetHumidity__	muestra humedad 	 o o
Airconditioner__	GetHumidity__	muestra la humedad 	 o o o
Airconditioner__	GetHumidity__	muestra el nivel de humedad 	 o o o o o
Airconditioner__	GetHumidity__	muestra el nivel de la humedad 	 o o o o o o
Airconditioner__	GetHumidity__	muéstrame humedad 	 o o
Airconditioner__	GetHumidity__	muéstrame la humedad 	 o o o
Airconditioner__	GetHumidity__	muéstrame el nivel de humedad 	 o o o o o
Airconditioner__	GetHumidity__	muéstrame el nivel de la humedad 	 o o o o o o
Airconditioner__	GetHumidity__	verifícame humedad 	 o o
Airconditioner__	GetHumidity__	verifícame la humedad 	 o o o
Airconditioner__	GetHumidity__	verifícame el nivel de humedad 	 o o o o o
Airconditioner__	GetHumidity__	verifícame el nivel de la humedad 	 o o o o o o
Airconditioner__	GetTemperatureFromDevice__	verifica qué dice el sensor de la temperatura AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o
Airconditioner__	GetTemperatureFromDevice__	verifica qué hay en el sensor de la temperatura AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o o
Airconditioner__	GetTemperatureFromDevice__	verifica qué muestra el sensor de la temperatura AIRCONDITIONER.SLOT.DEVICE_NAME 	 o o o o o o o o o
Airconditioner__	GetTemperatureFromDevice__	verifica la temperatura del sensor de temperatura AIRCONDITIONER.SLOT.DEVICE_NAME en el cuarto 	 o o o o o o o o o o o
Airconditioner__	GetTemperatureFromDevice__	qué dice el sensor de temperatura del interior AIRCONDITIONER.SLOT.DEVICE_NAME ? 	 o o o o o o o o o o
Airconditioner__	GetTemperatureFromDevice__	qué muestra el sensor de temperatura del interior AIRCONDITIONER.SLOT.DEVICE_NAME ? 	 o o o o o o o o o o
Airconditioner__	GetTemperatureFromDevice__	qué hay en el sensor de temperatura del interior AIRCONDITIONER.SLOT.DEVICE_NAME ? 	 o o o o o o o o o o o
Airconditioner__	GetTemperature__	qué temperatura tengo aquí según mi AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o o o
Airconditioner__	GetTemperature__	qué temperatura tenemos aquí según mi AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o o o
Airconditioner__	GetTemperature__	qué temperatura hay aquí según mi AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o o o
Airconditioner__	GetTemperature__	qué temperatura muestra mi AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o
Airconditioner__	GetTemperature__	qué temperatura muestra el AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o
Airconditioner__	GetTemperature__	cuál es la temperatura aquí según mi AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o o o o
Airconditioner__	GetTemperature__	cuál es la temperatura aquí según el AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o o o o
Airconditioner__	GetTemperature__	cuál es la temperatura que muestra el AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o o o o
Airconditioner__	GetTemperature__	cuál es la temperatura que muestra mi AIRCONDITIONER.SLOT.AV_ALIAS ? 	 o o o o o o o o o
