Airconditioner__	TurnOn__	turn the {AV_ALIAS:heating} on
Airconditioner__	TurnOn__	turn on the {AV_ALIAS:ac}
Airconditioner__	TurnOn__	switch on the {AV_ALIAS:aircon}
Airconditioner__	TurnOn__	switch the {AV_ALIAS:air conditioning} on
Airconditioner__	TurnOn__	set my {AV_ALIAS:cooling system} on
Airconditioner__	TurnOn__	set the {AV_ALIAS:hvac} on
Airconditioner__	TurnOff__	turn the {AV_ALIAS:heating} off
Airconditioner__	TurnOff__	turn off the {AV_ALIAS:ac}
Airconditioner__	TurnOff__	switch off the {AV_ALIAS:aircon}
Airconditioner__	TurnOff__	switch the {AV_ALIAS:air conditioning} off
Airconditioner__	TurnOff__	deactivate my {AV_ALIAS:cooling system}
Airconditioner__	TurnOff__	deactivate the {AV_ALIAS:hvac}
Airconditioner__	TurnOff__	shut down my {AV_ALIAS:heating}
Airconditioner__	TurnOff__	shut down the {AV_ALIAS:ac}
Airconditioner__	ChangeTemperature__	change the temperature on my thermostat
Airconditioner__	ChangeTemperature__	change the minimum temperature on my thermostat
Airconditioner__	ChangeTemperature__	change the minimum temperature on the thermostat
Airconditioner__	ChangeTemperature__	change the maximum temperature on my thermostat
Airconditioner__	ChangeTemperature__	change the maximum temperature on the thermostat
Airconditioner__	ChangeTemperature__	change the minimum and maximum temperatures on my thermostat
Airconditioner__	ChangeTemperature__	change the minimum and maximum temperatures on the thermostat
Airconditioner__	ChangeTemperature__	modify the temperature on my thermostat
Airconditioner__	ChangeTemperature__	modify the minimum temperature on my thermostat
Airconditioner__	ChangeTemperature__	modify the minimum temperature on the thermostat
Airconditioner__	ChangeTemperature__	modify the maximum temperature on my thermostat
Airconditioner__	ChangeTemperature__	modify the maximum temperature on the thermostat
Airconditioner__	ChangeTemperature__	modify the minimum and maximum temperatures on my thermostat
Airconditioner__	ChangeTemperature__	modify the minimum and maximum temperatures on the thermostat
Airconditioner__	ChangeTemperature__	set the temperature on my thermostat
Airconditioner__	ChangeTemperature__	set the minimum temperature on my thermostat
Airconditioner__	ChangeTemperature__	set the minimum temperature on the thermostat
Airconditioner__	ChangeTemperature__	set the maximum temperature on my thermostat
Airconditioner__	ChangeTemperature__	set the maximum temperature on the thermostat
Airconditioner__	ChangeTemperature__	set the minimum and maximum temperatures on my thermostat
Airconditioner__	ChangeTemperature__	set the minimum and maximum temperatures on the thermostat
Airconditioner__	ChangeTemperature__	adjust the temperature on my thermostat
Airconditioner__	ChangeTemperature__	adjust the minimum temperature on my thermostat
Airconditioner__	ChangeTemperature__	adjust the minimum temperature on the thermostat
Airconditioner__	ChangeTemperature__	adjust the maximum temperature on my thermostat
Airconditioner__	ChangeTemperature__	adjust the maximum temperature on the thermostat
Airconditioner__	ChangeTemperature__	adjust the minimum and maximum temperatures on my thermostat
