Speaker__	TurnOnOrOff__	turn SPEAKER.SLOT.POWER my speaker
Speaker__	TurnOnOrOff__	turn SPEAKER.SLOT.POWER the speaker
Speaker__	TurnOnOrOff__	switch SPEAKER.SLOT.POWER my speaker
Speaker__	TurnOnOrOff__	switch SPEAKER.SLOT.POWER the speaker
Speaker__	TurnOnOrOff__	help me turn SPEAKER.SLOT.POWER my speaker
Speaker__	TurnOnOrOff__	help me turn SPEAKER.SLOT.POWER the speaker
Speaker__	TurnOnOrOff__	help me switch SPEAKER.SLOT.POWER my speaker
Speaker__	TurnOnOrOff__	help me switch SPEAKER.SLOT.POWER the speaker
Speaker__	TurnOnOrOff__	turn SPEAKER.SLOT.POWER my speaker
Speaker__	TurnOnOrOff__	turn SPEAKER.SLOT.POWER my speaker for me
Speaker__	TurnOnOrOff__	turn SPEAKER.SLOT.POWER the speaker
Speaker__	TurnOnOrOff__	turn SPEAKER.SLOT.POWER the speaker for me
Speaker__	TurnOnOrOff__	switch SPEAKER.SLOT.POWER my speaker
Speaker__	TurnOnOrOff__	switch SPEAKER.SLOT.POWER my speaker for me
Speaker__	TurnOnOrOff__	switch SPEAKER.SLOT.POWER the speaker
Speaker__	TurnOnOrOff__	switch SPEAKER.SLOT.POWER the speaker for me
Speaker__	IncreaseVolume__	increase the volume of the speaker
Speaker__	IncreaseVolume__	increase my speaker 's volume
Speaker__	IncreaseVolume__	make the speaker louder
Speaker__	IncreaseVolume__	make my speaker louder
Speaker__	IncreaseVolume__	make it louder
Speaker__	IncreaseVolume__	please make it louder
Speaker__	IncreaseVolume__	volume up
Speaker__	IncreaseVolumeByPercent__	increase the volume of the speaker by SPEAKER.SLOT.PERCENT
Speaker__	IncreaseVolumeByPercent__	increase the volume of the speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	IncreaseVolumeByPercent__	increase my speaker 's volume by SPEAKER.SLOT.PERCENT
Speaker__	IncreaseVolumeByPercent__	increase my speaker 's volume by SPEAKER.SLOT.PERCENT percent
Speaker__	IncreaseVolumeByPercent__	make the speaker louder by SPEAKER.SLOT.PERCENT
Speaker__	IncreaseVolumeByPercent__	make the speaker louder by SPEAKER.SLOT.PERCENT percent
Speaker__	IncreaseVolumeByPercent__	make my speaker louder by SPEAKER.SLOT.PERCENT
Speaker__	IncreaseVolumeByPercent__	make my speaker louder by SPEAKER.SLOT.PERCENT percent
Speaker__	IncreaseVolumeByPercent__	make it louder by SPEAKER.SLOT.PERCENT
Speaker__	IncreaseVolumeByPercent__	make it louder by SPEAKER.SLOT.PERCENT percent
Speaker__	IncreaseVolumeByPercent__	please make it louder by SPEAKER.SLOT.PERCENT
Speaker__	IncreaseVolumeByPercent__	please make it louder by SPEAKER.SLOT.PERCENT percent
Speaker__	IncreaseVolumeByPercent__	volume up by SPEAKER.SLOT.PERCENT
Speaker__	IncreaseVolumeByPercent__	volume up by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolume__	reduce volume of speaker
Speaker__	DecreaseVolume__	reduce volume of my speaker
Speaker__	DecreaseVolume__	reduce the volume of speaker
Speaker__	DecreaseVolume__	reduce the volume of my speaker
Speaker__	DecreaseVolume__	reduce speaker 's volume
Speaker__	DecreaseVolume__	reduce my speaker 's volume
Speaker__	DecreaseVolume__	decrease volume of speaker
Speaker__	DecreaseVolume__	decrease volume of my speaker
Speaker__	DecreaseVolume__	decrease the volume of speaker
Speaker__	DecreaseVolume__	decrease the volume of my speaker
Speaker__	DecreaseVolume__	decrease speaker 's volume
Speaker__	DecreaseVolume__	decrease my speaker 's volume
Speaker__	DecreaseVolume__	volume down
Speaker__	DecreaseVolume__	turn down volume
Speaker__	DecreaseVolume__	turn down the volume
Speaker__	DecreaseVolumeByPercent__	reduce volume of speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	reduce volume of speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	reduce volume of my speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	reduce volume of my speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	reduce the volume of speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	reduce the volume of speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	reduce the volume of my speaker by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	reduce the volume of my speaker by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	reduce speaker 's volume by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	reduce speaker 's volume by SPEAKER.SLOT.PERCENT percent
Speaker__	DecreaseVolumeByPercent__	reduce my speaker 's volume by SPEAKER.SLOT.PERCENT
Speaker__	DecreaseVolumeByPercent__	reduce my speaker 's volume by SPEAKER.SLOT.PERCENT percent
