Weather__	OpenWeather__	jaka jest pogoda
Weather__	OpenWeather__	jaka jest dziś pogoda
Weather__	OpenWeather__	jaka będzie pogoda
Weather__	OpenWeather__	jaka będzie dziś pogoda
Weather__	OpenWeather__	pogoda na dziś
Weather__	OpenWeather__	prognoza pogody
Weather__	OpenWeather__	prognoza pogody na dziś
Weather__	WeatherTomorrow__	jaka jest pogoda
Weather__	WeatherTomorrow__	jaka jest jutro pogoda
Weather__	WeatherTomorrow__	jaka będzie pogoda
Weather__	WeatherTomorrow__	jaka będzie jutro pogoda
Weather__	WeatherTomorrow__	pogoda na jutro
Weather__	WeatherTomorrow__	prognoza pogody na jutro
Weather__	WeatherTomorrow__	prognoza pogody na następny dzień
Weather__	WeatherInLocation__	jaka jest pogoda w {LOCATION:jokohama}
Weather__	WeatherInLocation__	jaka jest obecnie pogoda w {LOCATION:poznaniu}
Weather__	WeatherInLocation__	jaka jest dziś pogoda w {LOCATION:bochnia}
Weather__	WeatherInLocation__	jaka jest teraz pogoda w {LOCATION:sajgon}
Weather__	WeatherInLocation__	powiedz jaka jest pogoda w {LOCATION:surat}
Weather__	WeatherInLocation__	powiedz jaka jest obecnie pogoda w {LOCATION:ahmadabad}
Weather__	WeatherInLocation__	powiedz jaka jest dziś pogoda w {LOCATION:durban}
Weather__	WeatherInLocation__	powiedz jaka jest teraz pogoda w {LOCATION:wuhan}
Weather__	WeatherInLocation__	powiedz mi jaka jest pogoda w {LOCATION:bangkok}
Weather__	WeatherInLocation__	powiedz mi jaka jest obecnie pogoda w {LOCATION:bangalore}
Weather__	WeatherInLocation__	powiedz mi jaka jest dziś pogoda w {LOCATION:lahaur}
Weather__	WeatherInLocation__	powiedz mi jaka jest teraz pogoda w {LOCATION:olkusz}
Weather__	WeatherInLocation__	chcę znać pogodę w {LOCATION:chartum}
Weather__	WeatherInLocation__	chcę wiedzieć jaka jest pogoda w {LOCATION:szczecinek}
Weather__	WeatherInLocation__	prognoza pogody dla {LOCATION:moskwa}
Weather__	WeatherInLocation__	prognoza pogody w {LOCATION:londyn}
Weather__	WeatherInLocation__	dzisiejsza prognoza pogody dla {LOCATION:łódź}
Weather__	WeatherInLocation__	dzisiejsza prognoza pogody w {LOCATION:lublin}
Weather__	WeatherInLocation__	obecna prognoza pogody dla {LOCATION:świeradów-zdrój}
Weather__	WeatherInLocation__	obecna prognoza pogody w {LOCATION:toruń}
Weather__	WeatherTomorrowInLocation__	jaka będzie jutro pogoda w {LOCATION:katowice}
Weather__	WeatherTomorrowInLocation__	powiedz jaka będzie jutro pogoda w {LOCATION:singapur}
Weather__	WeatherTomorrowInLocation__	powiedz mi jaka będzie jutro pogoda w {LOCATION:dhaka}
Weather__	WeatherTomorrowInLocation__	chcę znać prognozę w {LOCATION:bratysława}
Weather__	WeatherTomorrowInLocation__	chcę wiedzieć jaka będzie jutro pogoda w {LOCATION:opoczno}
Weather__	WeatherTomorrowInLocation__	prognoza pogody dla {LOCATION:łowicz}
Weather__	WeatherTomorrowInLocation__	prognoza pogody w {LOCATION:szanghaj}
Weather__	WeatherTomorrowInLocation__	jutrzejsza prognoza pogody dla {LOCATION:donieck}
Weather__	WeatherTomorrowInLocation__	jutrzejsza prognoza pogody w {LOCATION:bydgoszcz}
Weather__	WeatherTomorrowInLocation__	prognoza pogody dla {LOCATION:bytom} na jutro
Weather__	WeatherTomorrowInLocation__	prognoza pogody w {LOCATION:paryż} na jutro
