domain	intent	utterance	bio
Instagram	OpenInstagram	otwórz instagram	o o
Instagram	OpenInstagram	otwórz mój instagram	o o o
Instagram	ShowPictures	pokaż zdjęcia na instagramie	o o o o
Instagram	ShowPictures	pokaż ostatnie zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	pokaż moje zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	pokaż moje ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	pokaż mi zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	pokaż mi ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	pokaż mi moje zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	wyświetl ostatnie zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	wyświetl moje zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	wyświetl moje ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	wyświetl mi zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	wyświetl mi ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	wyświetl mi moje zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	wyświetl mi moje ostatnie zdjęcia na instagramie	o o o o o o o
Instagram	ShowPictures	wylistuj zdjęcia na instagramie	o o o o
Instagram	ShowPictures	wylistuj ostatnie zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	wylistuj moje zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	wylistuj moje ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	wylistuj mi zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	wylistuj mi ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	wylistuj mi moje zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	wylistuj mi moje ostatnie zdjęcia na instagramie	o o o o o o o
Instagram	ShowPictures	otwórz zdjęcia na instagramie	o o o o
Instagram	ShowPictures	otwórz ostatnie zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	otwórz moje zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	otwórz moje ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	otwórz mi zdjęcia na instagramie	o o o o o
Instagram	ShowPictures	otwórz mi ostatnie zdjęcia na instagramie	o o o o o o
Instagram	ShowPictures	otwórz mi moje zdjęcia na instagramie	o o o o o o
Instagram	ShowLastNumberPictures	pokaż ostatnie dziesięć zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	pokaż najnowsze 100 zdjęć na instagramie	o o b-count o o o
Instagram	ShowLastNumberPictures	pokaż najnowsze 8 zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	pokaż moje ostatnie pięć zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	pokaż moje ostatnie osiemnaście zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	pokaż moje najnowsze dwa zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	pokaż moje najnowsze 10 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	pokaż mi ostatnie sto zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	pokaż mi ostatnie 4 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	pokaż mi najnowsze 6 zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	pokaż mi najnowsze 2 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	pokaż mi moje ostatnie 13 zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	pokaż mi moje ostatnie dziesięć zdjęć na moim koncie na instagramie	o o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	pokaż mi moje najnowsze 100 zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	pokaż mi moje najnowsze 8 zdjęć na moim koncie na instagramie	o o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl ostatnie pięć zdjęć na instagramie	o o b-count o o o
Instagram	ShowLastNumberPictures	wyświetl ostatnie osiemnaście zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl najnowsze dwa zdjęć na instagramie	o o b-count o o o
Instagram	ShowLastNumberPictures	wyświetl najnowsze 10 zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl moje ostatnie sto zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wyświetl moje ostatnie 4 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl moje najnowsze 6 zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wyświetl moje najnowsze 2 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl mi ostatnie 13 zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wyświetl mi ostatnie dziesięć zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl mi najnowsze 100 zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wyświetl mi najnowsze 8 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl mi moje ostatnie pięć zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	wyświetl mi moje ostatnie osiemnaście zdjęć na moim koncie na instagramie	o o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wyświetl mi moje najnowsze dwa zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj ostatnie sto zdjęć na instagramie	o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj ostatnie 4 zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wylistuj najnowsze 6 zdjęć na instagramie	o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj najnowsze 2 zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wylistuj moje ostatnie 13 zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj moje ostatnie dziesięć zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wylistuj moje najnowsze 100 zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj moje najnowsze 8 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wylistuj mi ostatnie pięć zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj mi ostatnie osiemnaście zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wylistuj mi najnowsze dwa zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj mi najnowsze 10 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wylistuj mi moje ostatnie sto zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj mi moje ostatnie 4 zdjęć na moim koncie na instagramie	o o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	wylistuj mi moje najnowsze 6 zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	wylistuj mi moje najnowsze 2 zdjęć na moim koncie na instagramie	o o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz ostatnie 13 zdjęć na instagramie	o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz ostatnie dziesięć zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz najnowsze 100 zdjęć na instagramie	o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz najnowsze 8 zdjęć na moim koncie na instagramie	o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz moje ostatnie pięć zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz moje ostatnie osiemnaście zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz moje najnowsze dwa zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz moje najnowsze 10 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz mi ostatnie sto zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz mi ostatnie 4 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz mi najnowsze 6 zdjęć na instagramie	o o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz mi najnowsze 2 zdjęć na moim koncie na instagramie	o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz mi moje ostatnie 13 zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz mi moje ostatnie dziesięć zdjęć na moim koncie na instagramie	o o o o b-count o o o o o o
Instagram	ShowLastNumberPictures	otwórz mi moje najnowsze 100 zdjęć na instagramie	o o o o b-count o o o
Instagram	ShowLastNumberPictures	otwórz mi moje najnowsze 8 zdjęć na moim koncie na instagramie	o o o o b-count o o o o o o
Instagram	ShowPicturesWithFilter	pokaż zdjęcia na instagramie z filtrem lark	o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż zdjęcia na instagramie które mają filtr juno	o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż zdjęcia na instagramie które używają filtra sierra	o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż zdjęcia na instagramie do których dodałem filtr valencia	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż zdjęcia na instagramie do których dodałam filtr clarendon	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż zdjęcia na instagramie gdzie dodałem filtr gingham	o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż zdjęcia na instagramie gdzie dodałam filtr crema	o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż moje zdjęcia na instagramie z filtrem aden	o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż moje zdjęcia na instagramie które mają filtr lark	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż moje zdjęcia na instagramie które używają filtra juno	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż moje zdjęcia na instagramie do których dodałem filtr sierra	o o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż moje zdjęcia na instagramie do których dodałam filtr valencia	o o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż moje zdjęcia na instagramie gdzie dodałem filtr clarendon	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż mi zdjęcia na instagramie które mają filtr aden	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż mi zdjęcia na instagramie które używają filtra lark	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż mi zdjęcia na instagramie do których dodałem filtr juno	o o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż mi zdjęcia na instagramie do których dodałam filtr sierra	o o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż mi zdjęcia na instagramie gdzie dodałem filtr valencia	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż mi zdjęcia na instagramie gdzie dodałam filtr clarendon	o o o o o o o o b-filter
Instagram	ShowPicturesWithFilter	pokaż mi moje zdjęcia na instagramie z filtrem gingham	o o o o o o o o b-filter
